patent,asgtype,assignee,city,state,country,nationality,residence,asgseq
03862058,2,"PROCTER + GAMBLE COMPANY","","","","","",0
03861854,2,"KIDDE, INC.","","","","","",0
03861118,3,"GUNZE KOBUNSHI KOGYO KABUSHIKI KAISHA","","","","","",0
03862445,3,"SIEMENS AKTIENGESELLSCHAFT","","","","","",0
03861815,1,"","","","","","",0
03861113,2,"AUTOMATED PACKAGING SYSTEMS, INC.","","","","","",0
03861848,1,"","","","","","",0
03861240,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03862434,1,"","","","","","",0
03861995,2,"NO KORROD, INC.","","","","","",0
03861456,2,"USX CORPORATION","","","","","",0
03861006,2,"WELLMAN COMPANY, INC.","","","","","",0
03861110,2,"CONSTRUCTION SPECIALTIES INC.","","","","","",0
03861625,2,"UNIVERSAL PROPULSION COMPANY, INC.","","","","","",0
03862438,3,"AISIN SEIKI KABUSHIKI KAISHA","","","","","",0
03861451,3,"CONCAST AG","","","","","",0
03861949,3,"KUREHA CHEMICAL INDUSTRY CO., LTD.","","","","","",0
03861845,2,"PHILLIPS PETROLEUM COMPANY","","","","","",0
03861105,1,"","","","","","",0
03862412,3,"LUCAS ELECTRICAL CO., LIMITED","","","","","",0
03861348,2,"SEARS, ROEBUCK AND CO.","","","","","",0
03861814,1,"","","","","","",0
03861104,2,"BEVEN-HERRON, INC.","","","","","",0
03861542,3,"MESSERSCHMITT-BOLKOW-BLOHM GMBH","","","","","",0
03861539,2,"BECKER   ASSOCIATES, INC.","","","","","",0
03861505,3,"CATERPILLAR MITSUBISHI LTD.","","","","","",0
03862311,2,"CIBA-GEIGY CORPORATION","","","","","",0
03861931,2,"FMC CORPORATION","","","","","",0
03861363,3,"CAV LIMITED","","","","","",0
03862186,2,"BRISTOL-MYERS SQUIBB COMPANY","","","","","",0
03861561,2,"FAWN ENGINEERING CORPORATION","","","","","",0
03861499,1,"","","","","","",0
03861101,1,"","","","","","",0
03861075,1,"","","","","","",0
03861494,2,"INGERSOLL-RAND COMPANY","","","","","",0
03862268,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03861960,3,"UNION CARBIDE IRAN S.A.","","","","","",0
03861097,1,"","","","","","",0
03861560,2,"BECTON, DICKINSON AND COMPANY","","","","","",0
03861640,2,"IDEAL TOY CORPORATION","","","","","",0
03862024,2,"EXXON RESEARCH + ENGINEERING CO.","","","","","",0
03861556,2,"AMERICAN SEATING COMPANY","","","","","",0
03862033,3,"SEPARA BRNO, INZENYRSKA KANCELAR","","","","","",0
03860968,1,"","","","","","",0
03861518,3,"BORG-WARNER LIMITED","","","","","",0
03862411,1,"","","","","","",0
03861453,2,"FISCHER & PORTER COMPANY","","","","","",0
03861282,3,"DAIMLER-BENZ AKTIENGESELLSCHAFT","","","","","",0
03862049,2,"LEVER BROS. CO., DIVISION OF CONOPCO, INC.","","","","","",0
03862102,2,"CPC INTERNATIONAL INC.","","","","","",0
03860981,1,"","","","","","",0
03861361,2,"GENERAL MOTORS CORPORATION","","","","","",0
03861973,2,"RILSAN CORPORATION","","","","","",0
03860983,2,"CAMERON IRON WORKS, INC.","","","","","",0
03862051,2,"MONSANTO COMPANY, INC.","","","","","",0
03860982,1,"","","","","","",0
03861188,3,"NIPPON STEEL CORP.","","","","","",0
03861660,2,"KENNECOTT CORPORATION","","","","","",0
03862373,2,"DATABIT, INC.","","","","","",0
03861463,2,"BAKER INTERNATIONAL CORP.","","","","","",0
03862199,2,"ETHYL CORPORATION","","","","","",0
03861024,2,"RCA CORPORATION","","","","","",0
03862096,3,"KANEGAFUCHI CHEMICAL INDUSTRY CO., LTD.","","","","","",0
03862228,2,"CIBA-GEIGY CORPORATION","","","","","",0
03861884,2,"OLIN CORPORATION","","","","","",0
03862351,2,"NELCO CORPORATION","","","","","",0
03861970,6,"UNITED STATES OF AMERICA, AIR FORCE","","","","","",0
03861947,2,"UNION CARBIDE CORPORATION","","","","","",0
03861029,2,"RAYCHEM CORPORATION","","","","","",0
03862405,2,"H-B INDUSTRIES INC.","","","","","",0
03861963,2,"MCDONNELL DOUGLAS CORP.","","","","","",0
03861100,1,"","","","","","",0
03862128,2,"POLAROID CORPORATION","","","","","",0
03862109,3,"HITACHI, LTD","","","","","",0
